2923	0
2924	0
2969	0
2975	1
2996	1
2997	1
2999	1
3008	1
3012	1
3017	1
3020	1
3024	1
3026	1
3031	1
3032	1
3043	1
3048	0
3057	1
3075	0
3083	1
3107	1
3123	1
3127	1
3130	1
3133	1
3135	1
3156	0
3160	1
3169	0
3177	1
3183	1
3194	1
3195	1
3196	1
3208	1
3209	1
3212	1
3224	1
3228	1
3233	1
3249	1
3250	1
3283	1
3296	1
3298	1
3305	1
3307	1
3319	1
3321	1
3323	1
3329	1
3333	1
3337	1
3351	0
3384	1
3387	1
3394	1
3396	1
3397	1
3400	1
3401	1
3408	1
3411	1
3416	1
3426	0
3436	0
3444	1
3446	1
3450	1
3461	0
3468	1
3470	1
3474	1
3478	1
3481	1
3487	1
3495	1
3499	1
3500	1
3501	1
3507	1
3517	1
3536	0
3557	1
3560	1
3571	1
3576	0
3584	1
3589	1
3592	1
3593	0
3602	1
3618	1
3643	1
3653	1
3659	1
3663	0
3677	1
3694	0
3695	1
3699	1
3705	1
3714	1
3728	1
3729	1
3737	0
3743	1
3765	0
3773	1
3778	1
3781	1
3783	1
3795	1
3811	0
3813	0
3829	1
3837	1
3839	1
3841	1
3844	1
3849	1
3857	1
3864	1
3866	1
3872	1
3878	0
3883	1
3885	1
3890	0
3899	1
3905	0
3906	1
3912	1
3915	1
3918	1
3919	0
3921	1
3924	1
3932	1
3940	1
3942	1
3945	1
3960	1
3963	1
3976	1
3987	0
3988	1
3989	1
3990	1
3993	0
3998	1
4006	1
4007	1
4009	1
4016	1
4023	1
4027	1
4034	1
4043	1
4065	1
4082	0
4086	1
4093	0
4098	1
4100	1
4106	1
4110	1
4112	1
4113	1
4129	1
4132	1
4133	1
4134	1
4136	1
4137	1
4139	0
4149	1
4156	1
4166	1
4172	1
4180	1
4184	1
4189	1
4204	1
4206	1
4208	1
4227	1
4229	1
4236	1
4241	0
4242	1
4250	1
4253	1
4257	1
4265	1
4271	1
4277	1
4289	1
4297	1
4309	1
4310	0
4317	1
4318	1
4322	1
4323	0
4325	1
4330	1
4355	1
4357	0
4372	0
4374	1
4375	1
4391	1
4413	1
4417	0
4420	0
4438	0
4444	0
4456	1
4464	1
4482	1
4495	0
4506	1
4510	0
4513	1
4519	1
4523	1
4524	1
4528	1
4531	1
4532	1
4539	1
4555	1
4570	1
4571	0
4575	1
4579	0
4582	1
4591	1
4592	1
4596	1
4598	1
4600	0
4605	0
4621	1
4622	0
4630	1
4633	1
4635	0
4638	1
4644	1
4652	1
4653	1
4658	0
4660	1
4668	1
4669	1
4685	1
4688	1
4692	1
4698	1
4699	1
4712	1
4718	1
4729	1
4733	1
4742	1
4743	1
4745	1
4746	0
4747	1
4749	1
4751	1
4752	1
4754	0
4758	0
4761	1
4768	0
4777	1
4786	1
4787	1
4788	1
4791	1
4792	1
4809	1
4820	1
4821	1
4834	1
4844	0
4847	1
4848	0
4849	1
4858	1
4864	1
4865	1
4874	1
4875	1
4882	1
4884	1
4885	0
4888	1
4889	0
4899	1
4913	1
4914	1
4922	1
4925	1
4929	1
4937	0
4942	0
4949	1
4963	1
4966	1
4967	0
4972	0
4973	1
4985	1
4991	0
4998	1
5001	1
5002	1
5004	1
5005	1
5012	0
5023	1
5025	1
5027	1
5032	1
5034	1
5036	1
5041	1
5045	0
5053	1
5057	1
5073	1
5084	0
5085	1
5094	1
5095	0
5116	1
5117	1
5118	1
5124	0
5125	1
5126	1
5150	1
5153	1
5160	1
5165	1
5174	1
5177	1
5180	1
5195	1
5204	1
5207	0
5210	1
5213	1
5218	0
5224	1
5226	0
5227	1
5231	1
5234	1
5236	1
5240	1
5241	0
5243	0
5256	1
5269	0
5282	1
5298	0
5299	1
5300	1
5302	1
5304	1
5311	1
5315	1
5316	1
5333	1
5335	0
5338	1
5346	1
5366	1
5375	1
5377	1
5382	1
5383	1
5386	1
5388	1
5394	1
5401	1
5402	1
5406	1
5418	1
5422	1
5423	0
5425	1
5426	1
5430	0
5432	1
5435	1
5437	1
5457	1
5462	1
5470	1
5472	0
5480	1
5481	1
5484	1
5486	1
5488	1
5500	0
5516	1
5525	1
5536	1
5538	1
5541	0
5547	1
5555	1
5561	0
5569	0
5570	1
5581	1
5592	0
5594	1
5606	1
5607	1
5614	0
5623	0
5628	1
5633	1
5634	1
5635	1
5643	1
5646	0
5664	1
5670	0
5671	0
5676	1
5680	1
5691	1
5707	1
5721	1
5728	1
5740	1
5744	1
5748	1
5760	0
5763	1
5766	1
5771	1
5772	1
5778	1
5781	1
5783	1
5792	1
5796	1
5803	0
5816	1
5818	1
5828	1
5830	1
5839	0
5840	1
5841	1
5844	0
5845	1
5848	1
5849	1
5850	1
5853	1
5856	1
5859	1
5865	1
5867	1
5870	1
5888	1
5900	1
5901	0
5904	1
5908	1
5915	1
5928	1
5929	1
5939	1
5957	0
5960	1
5967	1
5968	1
5972	1
5977	1
5979	1
5981	0
6012	1
6019	1
6023	0
6025	1
6039	0
6046	1
6055	1
6059	1
6063	1
6065	1
6066	1
6077	0
6078	0
6079	1
6080	1
6088	1
6090	1
6094	1
6100	1
6102	1
6106	1
6107	0
6108	1
6123	0
6143	1
6151	1
6164	1
6168	1
6170	1
6173	1
6185	1
6187	0
6188	1
6189	1
6197	1
6210	1
6215	1
6224	1
6229	1
6231	1
6235	1
6236	1
6240	1
6258	1
6260	1
6265	1
6277	1
6287	1
6288	0
6291	1
6293	1
6297	1
6304	0
6326	1
6330	0
6332	1
6337	0
6338	1
6349	1
6362	1
6365	0
6370	1
6374	0
6376	1
6377	0
6379	1
6380	1
6381	0
6385	1
6387	1
6390	0
6397	1
6398	0
6402	1
6404	1
6414	1
6417	1
6438	1
6442	1
6445	1
6455	1
6459	1
6463	1
6467	1
6476	1
6477	0
6487	1
6490	1
6495	1
6498	1
6502	0
6511	1
6516	0
6519	1
6523	1
6525	0
6537	1
6541	1
6544	1
6546	1
6549	1
6555	0
6556	0
6566	1
6567	1
6568	1
6572	1
6589	1
6590	0
6599	1
6602	0
6611	1
6616	1
6621	0
6625	1
6626	1
6627	1
6630	0
6634	1
6635	1
6637	1
6639	1
6644	1
6647	1
6650	1
6666	1
6679	1
6693	1
6697	1
6702	1
6704	1
6706	1
6711	1
6724	0
6727	1
6729	1
6735	1
6737	1
6740	0
6751	0
6755	0
6764	1
6768	0
6781	0
6787	1
6794	0
6799	0
6820	1
6829	1
6836	1
6837	1
6839	1
6840	1
6844	0
6847	1
6848	1
6855	1
6866	1
6871	1
6886	0
6899	1
6902	0
6903	1
6905	0
6908	1
6913	1
6918	1
6919	0
6922	1
6926	1
